instances, , , ,Original Model, , , ,Reduced Model

	             #name, #nodes, #edges, #k-cores, #vars, LB, UB, time, #vars, LB, UB, time
adjnoun.g1-0, 112,425,1,224,112.0,112.0,0.019994497299194336,0,112.0,112.0,0.003998756408691406
adjnoun.g1-1, 112,425,1,224,112.0,112.0,0.022992372512817383,0,112.0,112.0,0.003998994827270508
adjnoun.g1-2, 112,425,1,224,112.0,112.0,0.020993947982788086,0,112.0,112.0,0.0039980411529541016
adjnoun.g1-3, 112,425,1,224,112.0,112.0,0.02099299430847168,0,112.0,112.0,0.004000186920166016
adjnoun.g1-4, 112,425,1,224,112.0,112.0,0.019994258880615234,0,112.0,112.0,0.003998756408691406
adjnoun.g2-0, 112,425,1,224,102.0,102.0,0.031992435455322266,20,102.0,102.0,0.005997896194458008
adjnoun.g2-1, 112,425,1,224,103.0,103.0,0.02299356460571289,20,103.0,103.0,0.005997896194458008
adjnoun.g2-2, 112,425,1,224,104.0,104.0,0.02099299430847168,20,104.0,104.0,0.00599980354309082
adjnoun.g2-3, 112,425,1,224,105.0,105.0,0.021003007888793945,20,105.0,105.0,0.00598907470703125
adjnoun.g2-4, 112,425,1,224,106.0,106.0,0.02099442481994629,20,106.0,106.0,0.006996870040893555
adjnoun.g3-0, 112,425,1,224,89.0,89.0,0.01699376106262207,46,89.0,89.0,0.007998943328857422
adjnoun.g3-1, 112,425,1,224,91.0,91.0,0.020992755889892578,46,91.0,91.0,0.007998943328857422
adjnoun.g3-2, 112,425,1,224,92.0,92.0,0.019994497299194336,46,92.0,92.0,0.00799703598022461
adjnoun.g3-3, 112,425,1,224,93.0,93.0,0.019994735717773438,46,93.0,93.0,0.008027791976928711
adjnoun.g3-4, 112,425,1,224,94.0,94.0,0.019988059997558594,46,94.0,94.0,0.007999181747436523
adjnoun.g4-0, 112,425,1,224,79.0,79.0,0.01699519157409668,66,79.0,79.0,0.009997129440307617
adjnoun.g4-1, 112,425,1,224,81.0,81.0,0.019994258880615234,66,81.0,81.0,0.009997367858886719
adjnoun.g4-2, 112,425,1,224,82.0,82.0,0.018994569778442383,66,82.0,82.0,0.008996009826660156
adjnoun.g4-3, 112,425,1,224,83.0,83.0,0.018994569778442383,66,83.0,83.0,0.008996248245239258
adjnoun.g4-4, 112,425,1,224,84.0,84.0,0.018994808197021484,66,84.0,84.0,0.008997440338134766
adjnoun.g5-0, 112,425,1,224,63.0,63.0,0.016994953155517578,98,63.0,63.0,0.01099705696105957
adjnoun.g5-1, 112,425,1,224,66.0,66.0,0.0289919376373291,98,66.0,66.0,0.012996196746826172
adjnoun.g5-2, 112,425,1,224,69.0,69.0,0.02899169921875,98,69.0,69.0,0.014993429183959961
adjnoun.g5-3, 112,425,1,224,72.0,72.0,0.0269927978515625,98,72.0,72.0,0.015993833541870117
adjnoun.g5-4, 112,425,1,224,75.0,75.0,0.026992321014404297,98,75.0,75.0,0.013995647430419922
