instance_name, model_type, k, b, r, var_num, var_remaining, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, y_continuous, additonal_facet_defining, y_val_fix, fractional_callback, total_time
facebook_combined, base_model, 17, 25, NA, 8078, 0, 0, 4039.0, 4039.0, NA, NA, 0, 0, 0, False, False, False, False, 0.053106069564819336
CA-CondMat, base_model, 4, 250, NA, 46266, 0, 0, 23133.0, 23133.0, NA, NA, 0, 0, 0, False, False, False, False, 0.3516652584075928
CA-HepPh, base_model, 4, 250, NA, 24016, 0, 0, 12008.0, 12008.0, NA, NA, 0, 0, 0, False, False, False, False, 0.21083688735961914
Brightkite_edges, base_model, 2, 250, NA, 116456, 0, 0, 58228.0, 58228.0, NA, NA, 0, 0, 0, False, False, False, False, 0.7988128662109375
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 0, 0, 13882.0, 13882.0, NA, NA, 0, 0, 0, False, False, False, False, 0.33684635162353516
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 0, 0, 13653.0, 13653.0, NA, NA, 0, 0, 0, False, False, False, False, 0.35065340995788574
Gowalla_edges, base_model, 3, 250, NA, 393182, 0, 0, 196591.0, 196591.0, NA, NA, 0, 0, 0, False, False, False, False, 3.1429712772369385
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 0, 0, 317080.0, 317080.0, NA, NA, 0, 0, 0, False, False, False, False, 4.896809339523315
soc-catster.e, base_model, 21, 250, NA, 299400, 0, 0, 149700.0, 149700.0, NA, NA, 0, 0, 0, False, False, False, False, 2.8170619010925293
facebook_combined, base_model, 17, 25, NA, 8078, 0, 0, 4039.0, 4039.0, NA, NA, 0, 1, 0.06115531921386719, False, False, False, False, 1.3221955299377441
CA-CondMat, base_model, 4, 250, NA, 46266, 0, 0, 23133.0, 23133.0, NA, NA, 0, 1, 0.10493183135986328, False, False, False, False, 0.36331629753112793
CA-HepPh, base_model, 4, 250, NA, 24016, 0, 0, 12008.0, 12008.0, NA, NA, 0, 1, 0.08847284317016602, False, False, False, False, 0.25353002548217773
Brightkite_edges, base_model, 2, 250, NA, 116456, 0, 0, 58228.0, 58228.0, NA, NA, 0, 1, 0.25922513008117676, False, False, False, False, 1.051863670349121
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 0, 0, 13882.0, 13882.0, NA, NA, 0, 1, 0.222456693649292, False, False, False, False, 0.44667673110961914
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 0, 0, 13653.0, 13653.0, NA, NA, 0, 1, 0.3020000457763672, False, False, False, False, 0.6424527168273926
Gowalla_edges, base_model, 3, 250, NA, 393182, 0, 0, 196591.0, 196591.0, NA, NA, 0, 1, 0.998004674911499, False, False, False, False, 4.114504337310791
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 0, 0, 317080.0, 317080.0, NA, NA, 0, 1, 1.4040229320526123, False, False, False, False, 6.867361783981323
soc-catster.e, base_model, 21, 250, NA, 299400, 0, 0, 149700.0, 149700.0, NA, NA, 0, 1, 3.218488931655884, False, False, False, False, 6.1023924350738525
facebook_combined, base_model, 17, 25, NA, 8078, 0, 0, 4039.0, 4039.0, 2307, 0.015059471130371094, 0, 0, 0, False, False, False, False, 1.2674000263214111
CA-CondMat, base_model, 4, 250, NA, 46266, 0, 0, 23133.0, 23133.0, 2804, 0.04075121879577637, 0, 0, 0, False, False, False, False, 0.3035752773284912
CA-HepPh, base_model, 4, 250, NA, 24016, 0, 0, 12008.0, 12008.0, 1282, 0.022574663162231445, 0, 0, 0, False, False, False, False, 0.23879480361938477
Brightkite_edges, base_model, 2, 250, NA, 116456, 0, 0, 58228.0, 58228.0, 362, 0.07793879508972168, 0, 0, 0, False, False, False, False, 0.95247483253479
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 0, 0, 13882.0, 13882.0, 8719, 0.07719683647155762, 0, 0, 0, False, False, False, False, 0.4208033084869385
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 0, 0, 13653.0, 13653.0, 13753, 0.09685587882995605, 0, 0, 0, False, False, False, False, 0.3214578628540039
Gowalla_edges, base_model, 3, 250, NA, 393182, 0, 0, 196591.0, 196591.0, 5884, 0.33292198181152344, 0, 0, 0, False, False, False, False, 3.5256905555725098
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 0, 0, 317080.0, 317080.0, 12906, 0.4635200500488281, 0, 0, 0, False, False, False, False, 6.0015869140625
soc-catster.e, base_model, 21, 250, NA, 299400, 0, 0, 149700.0, 149700.0, 15527, 0.6398169994354248, 0, 0, 0, False, False, False, False, 3.559140205383301
facebook_combined, base_model, 17, 25, NA, 8078, 0, 0, 4039.0, 4039.0, NA, NA, 0, 0, 0, False, False, False, False, 2.359642744064331
CA-CondMat, base_model, 4, 250, NA, 46266, 0, 0, 23133.0, 23133.0, NA, NA, 0, 0, 0, False, False, False, False, 2.3329100608825684
CA-HepPh, base_model, 4, 250, NA, 24016, 0, 0, 12008.0, 12008.0, NA, NA, 0, 0, 0, False, False, False, False, 0.9938507080078125
Brightkite_edges, base_model, 2, 250, NA, 116456, 0, 0, 58228.0, 58228.0, NA, NA, 0, 0, 0, False, False, False, False, 7.192468881607056
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 0, 0, 13882.0, 13882.0, NA, NA, 0, 0, 0, False, False, False, False, 11.158599376678467
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 0, 0, 13653.0, 13653.0, NA, NA, 0, 0, 0, False, False, False, False, 15.611034870147705
Gowalla_edges, base_model, 3, 250, NA, 393182, 0, 0, 196591.0, 196591.0, NA, NA, 0, 0, 0, False, False, False, False, 117.2112455368042
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 0, 0, 317080.0, 317080.0, NA, NA, 0, 0, 0, False, False, False, False, 168.51494932174683
soc-catster.e, base_model, 21, 250, NA, 299400, 0, 0, 149700.0, 149700.0, NA, NA, 0, 0, 0, False, False, False, False, 307.99111223220825
facebook_combined, base_model, 17, 25, NA, 8078, 0, 0, 4039.0, 4039.0, NA, NA, 0, 0, 0, True, False, False, False, 1.2781732082366943
CA-CondMat, base_model, 4, 250, NA, 46266, 0, 0, 23133.0, 23133.0, NA, NA, 0, 0, 0, True, False, False, False, 0.2701606750488281
CA-HepPh, base_model, 4, 250, NA, 24016, 0, 0, 12008.0, 12008.0, NA, NA, 0, 0, 0, True, False, False, False, 0.15761637687683105
Brightkite_edges, base_model, 2, 250, NA, 116456, 0, 0, 58228.0, 58228.0, NA, NA, 0, 0, 0, True, False, False, False, 0.8611850738525391
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 0, 0, 13882.0, 13882.0, NA, NA, 0, 0, 0, True, False, False, False, 0.3401010036468506
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 0, 0, 13653.0, 13653.0, NA, NA, 0, 0, 0, True, False, False, False, 0.22647547721862793
Gowalla_edges, base_model, 3, 250, NA, 393182, 0, 0, 196591.0, 196591.0, NA, NA, 0, 0, 0, True, False, False, False, 3.165252208709717
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 0, 0, 317080.0, 317080.0, NA, NA, 0, 0, 0, True, False, False, False, 5.487149238586426
soc-catster.e, base_model, 21, 250, NA, 299400, 0, 0, 149700.0, 149700.0, NA, NA, 0, 0, 0, True, False, False, False, 2.8724379539489746
facebook_combined, base_model, 17, 25, NA, 8078, 0, 0, 4039.0, 4039.0, NA, NA, 0, 0, 0, False, True, False, False, 1.2766656875610352
CA-CondMat, base_model, 4, 250, NA, 46266, 0, 0, 23133.0, 23133.0, NA, NA, 0, 0, 0, False, True, False, False, 0.5322496891021729
CA-HepPh, base_model, 4, 250, NA, 24016, 0, 0, 12008.0, 12008.0, NA, NA, 0, 0, 0, False, True, False, False, 0.28902649879455566
Brightkite_edges, base_model, 2, 250, NA, 116456, 0, 0, 58228.0, 58228.0, NA, NA, 0, 0, 0, False, True, False, False, 1.208294153213501
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 0, 0, 13882.0, 13882.0, NA, NA, 0, 0, 0, False, True, False, False, 0.32861804962158203
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 0, 0, 13653.0, 13653.0, NA, NA, 0, 0, 0, False, True, False, False, 0.42998361587524414
Gowalla_edges, base_model, 3, 250, NA, 393182, 0, 0, 196591.0, 196591.0, NA, NA, 0, 0, 0, False, True, False, False, 4.748000383377075
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 0, 0, 317080.0, 317080.0, NA, NA, 0, 0, 0, False, True, False, False, 9.048417091369629
soc-catster.e, base_model, 21, 250, NA, 299400, 0, 0, 149700.0, 149700.0, NA, NA, 0, 0, 0, False, True, False, False, 4.605175971984863
facebook_combined, base_model, 17, 25, NA, 8078, 0, 0, 4039.0, 4039.0, NA, NA, 0, 0, 0, False, False, True, False, 1.321889877319336
CA-CondMat, base_model, 4, 250, NA, 46266, 1570, 0, 23133.0, 23133.0, NA, NA, 0, 0, 0, False, False, True, False, 0.7109701633453369
CA-HepPh, base_model, 4, 250, NA, 24016, 739, 0, 12008.0, 12008.0, NA, NA, 0, 0, 0, False, False, True, False, 0.3439645767211914
Brightkite_edges, base_model, 2, 250, NA, 116456, 724, 0, 58228.0, 58228.0, NA, NA, 0, 0, 0, False, False, True, False, 2.780087471008301
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 239, 0, 13882.0, 13882.0, NA, NA, 0, 0, 0, False, False, True, False, 0.4236886501312256
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 205, 0, 13653.0, 13653.0, NA, NA, 0, 0, 0, False, False, True, False, 0.31128454208374023
Gowalla_edges, base_model, 3, 250, NA, 393182, 3904, 0, 196591.0, 196591.0, NA, NA, 0, 0, 0, False, False, True, False, 24.987195253372192
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 1845, 0, 317080.0, 317080.0, NA, NA, 0, 0, 0, False, False, True, False, 50.0020968914032
soc-catster.e, base_model, 21, 250, NA, 299400, 3297, 0, 149700.0, 149700.0, NA, NA, 0, 0, 0, False, False, True, False, 7.927925109863281
