instance_name, model_type, k, b, r, var_num, var_remaining, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, y_continuous, additonal_facet_defining, y_val_fix, fractional_callback, total_time
facebook_combined, base_model, 17, 25, NA, 8078, 0, 0, 4039.0, 4039.0, NA, NA, 0, 0, 0, False, False, False, True, 1.2653532028198242
CA-CondMat, base_model, 4, 250, NA, 46266, 0, 0, 23133.0, 23133.0, NA, NA, 0, 0, 0, False, False, False, True, 0.26120471954345703
CA-HepPh, base_model, 4, 250, NA, 24016, 0, 0, 12008.0, 12008.0, NA, NA, 0, 0, 0, False, False, False, True, 0.21736788749694824
Brightkite_edges, base_model, 2, 250, NA, 116456, 0, 0, 58228.0, 58228.0, NA, NA, 0, 0, 0, False, False, False, True, 0.7897124290466309
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 0, 0, 13882.0, 13882.0, NA, NA, 0, 0, 0, False, False, False, True, 0.3360579013824463
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 0, 0, 13653.0, 13653.0, NA, NA, 0, 0, 0, False, False, False, True, 0.34076476097106934
Gowalla_edges, base_model, 3, 250, NA, 393182, 0, 0, 196591.0, 196591.0, NA, NA, 0, 0, 0, False, False, False, True, 3.11871075630188
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 0, 0, 317080.0, 317080.0, NA, NA, 0, 0, 0, False, False, False, True, 4.865428924560547
soc-catster.e, base_model, 21, 250, NA, 299400, 0, 0, 149700.0, 149700.0, NA, NA, 0, 0, 0, False, False, False, True, 2.780137300491333
facebook_combined, base_model, 17, 25, NA, 8078, 0, 0, 4039.0, 4039.0, 2307, 0.014404296875, 0, 1, 0.0531306266784668, True, True, True, True, 2.3806934356689453
CA-CondMat, base_model, 4, 250, NA, 46266, 1570, 0, 23133.0, 23133.0, 2804, 0.040471553802490234, 0, 1, 0.10226964950561523, True, True, True, True, 2.9021458625793457
CA-HepPh, base_model, 4, 250, NA, 24016, 739, 0, 12008.0, 12008.0, 1282, 0.02229475975036621, 0, 1, 0.0891571044921875, True, True, True, True, 1.1751501560211182
Brightkite_edges, base_model, 2, 250, NA, 116456, 724, 0, 58228.0, 58228.0, 362, 0.0774838924407959, 0, 1, 0.2622685432434082, True, True, True, True, 9.582368612289429
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 239, 0, 13882.0, 13882.0, 8719, 0.07556867599487305, 0, 1, 0.22026562690734863, True, True, True, True, 10.101932764053345
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 205, 0, 13653.0, 13653.0, 13753, 0.09403324127197266, 0, 1, 0.2995741367340088, True, True, True, True, 14.515988111495972
Gowalla_edges, base_model, 3, 250, NA, 393182, 3904, 0, 196591.0, 196591.0, 5884, 0.33266210556030273, 0, 1, 0.9864392280578613, True, True, True, True, 139.19096112251282
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 1845, 0, 317080.0, 317080.0, 12906, 0.45230889320373535, 0, 1, 1.404362440109253, True, True, True, True, 216.65106081962585
soc-catster.e, base_model, 21, 250, NA, 299400, 3297, 0, 149700.0, 149700.0, 15527, 1.2411859035491943, 0, 1, 3.1875863075256348, True, True, True, True, 312.0337107181549
facebook_combined, reduced_model, 17, 25, NA, 8078, 4122, 2061, 4039.0, 4039.0, NA, NA, 0, 0, 0, False, False, False, False, 2.080045223236084
CA-CondMat, reduced_model, 4, 250, NA, 46266, 26928, 13464, 23133.0, 23133.0, NA, NA, 0, 0, 0, False, False, False, False, 1.3585278987884521
CA-HepPh, reduced_model, 4, 250, NA, 24016, 13182, 6591, 12008.0, 12008.0, NA, NA, 0, 0, 0, False, False, False, False, 0.5993561744689941
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 69412, 34706, 58228.0, 58228.0, NA, NA, 0, 0, 0, False, False, False, False, 6.983260631561279
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 14016, 7008, 13882.0, 13882.0, NA, NA, 0, 0, 0, False, False, False, False, 1.3157634735107422
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 13970, 6985, 13653.0, 13653.0, NA, NA, 0, 0, 0, False, False, False, False, 1.571737289428711
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 212834, 106417, 196591.0, 196591.0, NA, NA, 0, 0, 0, False, False, False, False, 68.74729108810425
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 408062, 204031, 317080.0, 317080.0, NA, NA, 0, 0, 0, False, False, False, False, 152.2991132736206
soc-catster.e, reduced_model, 21, 250, NA, 299400, 157890, 78945, 149691.0, 149700.0, NA, NA, 0, 0, 0, False, False, False, False, 45.86246609687805
facebook_combined, reduced_model, 17, 25, NA, 8078, 4122, 2061, 4039.0, 4039.0, NA, NA, 0, 1, 0.0533447265625, False, False, False, False, 1.472283124923706
CA-CondMat, reduced_model, 4, 250, NA, 46266, 26928, 13464, 23133.0, 23133.0, NA, NA, 0, 1, 0.10347843170166016, False, False, False, False, 1.4585599899291992
CA-HepPh, reduced_model, 4, 250, NA, 24016, 13182, 6591, 12008.0, 12008.0, NA, NA, 0, 1, 0.09003925323486328, False, False, False, False, 0.6731352806091309
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 69412, 34706, 58228.0, 58228.0, NA, NA, 0, 1, 0.26032376289367676, False, False, False, False, 7.0318603515625
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 14016, 7008, 13882.0, 13882.0, NA, NA, 0, 1, 0.22012090682983398, False, False, False, False, 1.5371217727661133
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 13970, 6985, 13653.0, 13653.0, NA, NA, 0, 1, 0.3025081157684326, False, False, False, False, 1.8993799686431885
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 212834, 106417, 196591.0, 196591.0, NA, NA, 0, 1, 1.0173280239105225, False, False, False, False, 69.79834342002869
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 408062, 204031, 317080.0, 317080.0, NA, NA, 0, 1, 1.4022774696350098, False, False, False, False, 155.70483374595642
soc-catster.e, reduced_model, 21, 250, NA, 299400, 157890, 78945, 149691.0, 149700.0, NA, NA, 0, 1, 3.2004849910736084, False, False, False, False, 49.35382103919983
facebook_combined, reduced_model, 17, 25, NA, 8078, 4122, 2061, 4039.0, 4039.0, 2307, 0.01455831527709961, 0, 0, 0, False, False, False, False, 1.4493792057037354
CA-CondMat, reduced_model, 4, 250, NA, 46266, 26928, 13464, 23133.0, 23133.0, 2804, 0.04041481018066406, 0, 0, 0, False, False, False, False, 1.400191307067871
CA-HepPh, reduced_model, 4, 250, NA, 24016, 13182, 6591, 12008.0, 12008.0, 1282, 0.02238011360168457, 0, 0, 0, False, False, False, False, 0.6083559989929199
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 69412, 34706, 58228.0, 58228.0, 362, 0.07729816436767578, 0, 0, 0, False, False, False, False, 7.02034330368042
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 14016, 7008, 13882.0, 13882.0, 8719, 0.07770562171936035, 0, 0, 0, False, False, False, False, 1.2945330142974854
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 13970, 6985, 13653.0, 13653.0, 13753, 0.09457588195800781, 0, 0, 0, False, False, False, False, 1.692699670791626
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 212834, 106417, 196591.0, 196591.0, 5884, 0.3262178897857666, 0, 0, 0, False, False, False, False, 69.2504026889801
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 408062, 204031, 317080.0, 317080.0, 12906, 0.45214295387268066, 0, 0, 0, False, False, False, False, 153.96659564971924
soc-catster.e, reduced_model, 21, 250, NA, 299400, 157890, 78945, 149691.0, 149700.0, 15527, 0.6243529319763184, 0, 0, 0, False, False, False, False, 46.766010761260986
facebook_combined, reduced_model, 17, 25, NA, 8078, 4122, 2061, 4039.0, 4039.0, NA, NA, 0, 0, 0, False, False, False, False, 2.5623066425323486
CA-CondMat, reduced_model, 4, 250, NA, 46266, 26928, 13464, 23133.0, 23133.0, NA, NA, 0, 0, 0, False, False, False, False, 3.417785406112671
CA-HepPh, reduced_model, 4, 250, NA, 24016, 13182, 6591, 12008.0, 12008.0, NA, NA, 0, 0, 0, False, False, False, False, 1.4169414043426514
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 69412, 34706, 58228.0, 58228.0, NA, NA, 0, 0, 0, False, False, False, False, 13.308429718017578
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 14016, 7008, 13882.0, 13882.0, NA, NA, 0, 0, 0, False, False, False, False, 12.025532484054565
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 13970, 6985, 13653.0, 13653.0, NA, NA, 0, 0, 0, False, False, False, False, 16.53253960609436
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 212834, 106417, 196591.0, 196591.0, NA, NA, 0, 0, 0, False, False, False, False, 180.03069353103638
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 408062, 204031, 317080.0, 317080.0, NA, NA, 0, 0, 0, False, False, False, False, 315.87131357192993
soc-catster.e, reduced_model, 21, 250, NA, 299400, 157890, 78945, 149691.0, 149700.0, NA, NA, 0, 0, 0, False, False, False, False, 347.79899072647095
facebook_combined, reduced_model, 17, 25, NA, 8078, 4122, 2061, 4039.0, 4039.0, NA, NA, 0, 0, 0, True, False, False, False, 1.4060959815979004
CA-CondMat, reduced_model, 4, 250, NA, 46266, 26928, 13464, 23133.0, 23133.0, NA, NA, 0, 0, 0, True, False, False, False, 1.3381757736206055
CA-HepPh, reduced_model, 4, 250, NA, 24016, 13182, 6591, 12008.0, 12008.0, NA, NA, 0, 0, 0, True, False, False, False, 0.5788478851318359
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 69412, 34706, 58228.0, 58228.0, NA, NA, 0, 0, 0, True, False, False, False, 6.670411825180054
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 14016, 7008, 13882.0, 13882.0, NA, NA, 0, 0, 0, True, False, False, False, 1.2519006729125977
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 13970, 6985, 13653.0, 13653.0, NA, NA, 0, 0, 0, True, False, False, False, 1.3474926948547363
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 212834, 106417, 196591.0, 196591.0, NA, NA, 0, 0, 0, True, False, False, False, 67.14434599876404
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 408062, 204031, 317080.0, 317080.0, NA, NA, 0, 0, 0, True, False, False, False, 148.8280918598175
soc-catster.e, reduced_model, 21, 250, NA, 299400, 157890, 78945, 149700.0, 149700.0, NA, NA, 0, 0, 0, True, False, False, False, 44.81666851043701
facebook_combined, reduced_model, 17, 25, NA, 8078, 4122, 2061, 4039.0, 4039.0, NA, NA, 0, 0, 0, False, True, False, False, 1.4361810684204102
CA-CondMat, reduced_model, 4, 250, NA, 46266, 26928, 13464, 23133.0, 23133.0, NA, NA, 0, 0, 0, False, True, False, False, 1.5329699516296387
CA-HepPh, reduced_model, 4, 250, NA, 24016, 13182, 6591, 12008.0, 12008.0, NA, NA, 0, 0, 0, False, True, False, False, 0.6167078018188477
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 69412, 34706, 58228.0, 58228.0, NA, NA, 0, 0, 0, False, True, False, False, 7.072141408920288
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 14016, 7008, 13882.0, 13882.0, NA, NA, 0, 0, 0, False, True, False, False, 1.2370712757110596
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 13970, 6985, 13653.0, 13653.0, NA, NA, 0, 0, 0, False, True, False, False, 1.606844425201416
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 212834, 106417, 196591.0, 196591.0, NA, NA, 0, 0, 0, False, True, False, False, 68.33489775657654
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 408062, 204031, 317080.0, 317080.0, NA, NA, 0, 0, 0, False, True, False, False, 149.64072155952454
soc-catster.e, reduced_model, 21, 250, NA, 299400, 157890, 78945, 149693.0, 149700.0, NA, NA, 0, 0, 0, False, True, False, False, 45.94637155532837
facebook_combined, reduced_model, 17, 25, NA, 8078, 4122, 2061, 4039.0, 4039.0, NA, NA, 0, 0, 0, False, False, True, False, 1.4385464191436768
CA-CondMat, reduced_model, 4, 250, NA, 46266, 28498, 13464, 23133.0, 23133.0, NA, NA, 0, 0, 0, False, False, True, False, 1.769162654876709
CA-HepPh, reduced_model, 4, 250, NA, 24016, 13921, 6591, 12008.0, 12008.0, NA, NA, 0, 0, 0, False, False, True, False, 0.7463600635528564
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 70136, 34706, 58228.0, 58228.0, NA, NA, 0, 0, 0, False, False, True, False, 8.797244787216187
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 14255, 7008, 13882.0, 13882.0, NA, NA, 0, 0, 0, False, False, True, False, 1.376678228378296
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 14175, 6985, 13653.0, 13653.0, NA, NA, 0, 0, 0, False, False, True, False, 1.5124070644378662
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 216738, 106417, 196591.0, 196591.0, NA, NA, 0, 0, 0, False, False, True, False, 88.79877781867981
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 409907, 204031, 317080.0, 317080.0, NA, NA, 0, 0, 0, False, False, True, False, 194.76337337493896
soc-catster.e, reduced_model, 21, 250, NA, 299400, 161187, 78945, 149691.0, 149700.0, NA, NA, 0, 0, 0, False, False, True, False, 50.12514781951904
facebook_combined, reduced_model, 17, 25, NA, 8078, 4122, 2061, 4039.0, 4039.0, NA, NA, 0, 0, 0, False, False, False, True, 1.4059405326843262
CA-CondMat, reduced_model, 4, 250, NA, 46266, 26928, 13464, 23133.0, 23133.0, NA, NA, 0, 0, 0, False, False, False, True, 1.4331386089324951
CA-HepPh, reduced_model, 4, 250, NA, 24016, 13182, 6591, 12008.0, 12008.0, NA, NA, 0, 0, 0, False, False, False, True, 0.6363348960876465
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 69412, 34706, 58228.0, 58228.0, NA, NA, 0, 0, 0, False, False, False, True, 7.69383430480957
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 14016, 7008, 13882.0, 13882.0, NA, NA, 0, 0, 0, False, False, False, True, 1.3015332221984863
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 13970, 6985, 13653.0, 13653.0, NA, NA, 0, 0, 0, False, False, False, True, 1.5443298816680908
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 212834, 106417, 196591.0, 196591.0, NA, NA, 0, 0, 0, False, False, False, True, 67.12835478782654
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 408062, 204031, 317080.0, 317080.0, NA, NA, 0, 0, 0, False, False, False, True, 149.43685150146484
soc-catster.e, reduced_model, 21, 250, NA, 299400, 157890, 78945, 149691.0, 149700.0, NA, NA, 0, 0, 0, False, False, False, True, 45.10402750968933
facebook_combined, reduced_model, 17, 25, NA, 8078, 4122, 2061, 4039.0, 4039.0, 2307, 0.014327049255371094, 0, 1, 0.053275108337402344, True, True, True, True, 2.5018882751464844
CA-CondMat, reduced_model, 4, 250, NA, 46266, 28498, 13464, 23133.0, 23133.0, 2804, 0.0401005744934082, 0, 1, 0.10023903846740723, True, True, True, True, 4.001016855239868
CA-HepPh, reduced_model, 4, 250, NA, 24016, 13921, 6591, 12008.0, 12008.0, 1282, 0.02190256118774414, 0, 1, 0.08754539489746094, True, True, True, True, 1.6378169059753418
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 70136, 34706, 58228.0, 58228.0, 362, 0.07570385932922363, 0, 1, 0.25502681732177734, True, True, True, True, 15.347593545913696
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 14255, 7008, 13882.0, 13882.0, 8719, 0.07413697242736816, 0, 1, 0.21201610565185547, True, True, True, True, 10.683040142059326
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 14175, 6985, 13653.0, 13653.0, 13753, 0.09288644790649414, 0, 1, 0.29616475105285645, True, True, True, True, 15.249014139175415
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 216738, 106417, 196591.0, 196591.0, 5884, 0.3281841278076172, 0, 1, 0.9790875911712646, True, True, True, True, 202.34173583984375
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 409907, 204031, 317080.0, 317080.0, 12906, 0.4538302421569824, 0, 1, 1.42167329788208, True, True, True, True, 361.77985191345215
soc-catster.e, reduced_model, 21, 250, NA, 299400, 161187, 78945, 149700.0, 149700.0, 15527, 0.6149599552154541, 0, 1, 3.176604986190796, True, True, True, True, 355.27338218688965
