instance_name, model_type, n, m, k, b, r, LP, BBnodes, var_num, var_remaining, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, warm_start, additonal_facet_defining, y_val_fix, relax, fractional_callback, total_time
soc-catster.e, base_model, 149684, 5448197, 21, 250, NA, NA, 2255.0, 299368, 0, 0, 79561.0, 79616.0, NA, NA, 0, 0, 0, False, False, False, False, False, 3628.6
