instance_name, model_type, n, m, k, b, r, BBnodes, var_num, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, prop_9, num_prop_10_fixings, prop_10, prop_10_comp_time, warm_start, additonal_facet_defining, y_val_fix, relax, fractional_callback, total_time
facebook_combined, reduced_model, 4039, 88234, 17, 250, NA, 1.0, 2479, 2061, 2533.0, 2533.0, NA, NA, 0, 0, 0, False, 0, True, 0.03, False, False, False, False, False, 0.95
CA-HepPh, reduced_model, 12006, 118489, 4, 250, NA, 1.0, 6049, 6591, 6978.0, 6978.0, NA, NA, 0, 0, 0, False, 12006, True, 0.78, False, False, False, False, False, 1.62
socfb-Syracuse56, reduced_model, 13653, 543982, 46, 250, NA, 9689.0, 8085, 6985, 7647.0, 7733.0, NA, NA, 0, 0, 0, False, 0, True, 1.56, False, False, False, False, False, 3605.78
socfb-Northeastern19, reduced_model, 13882, 381934, 33, 250, NA, 31379.0, 8120, 7008, 7588.0, 7620.0, NA, NA, 0, 0, 0, False, 0, True, 0.5, False, False, False, False, False, 3603.26
CA-CondMat, reduced_model, 23133, 93439, 4, 250, NA, 1.0, 10848, 13464, 13939.0, 13939.0, NA, NA, 0, 0, 0, False, 23133, True, 6.77, False, False, False, False, False, 8.02
Brightkite_edges, reduced_model, 58228, 214078, 2, 250, NA, 29.0, 25887, 34706, 35267.0, 35267.0, NA, NA, 0, 0, 0, False, 0, True, 19.22, False, False, False, False, False, 21.75
flickrEdges, reduced_model, 105938, 2316948, 4, 250, NA, 0.0, 554, 105386, 105388.0, 105388.0, NA, NA, 0, 0, 0, False, 0, True, 0.3, False, False, False, False, False, 34.91
soc-catster.e, reduced_model, 149684, 5448197, 21, 250, NA, 1.0, 72742, 78945, 79561.0, 79561.0, NA, NA, 0, 0, 0, False, 0, True, 0.05, False, False, False, False, False, 1066.6
Gowalla_edges, reduced_model, 196591, 950327, 3, 250, NA, 1.0, 100437, 106417, 107299.0, 107299.0, NA, NA, 0, 0, 0, False, 196591, True, 308.2, False, False, False, False, False, 326.0
