instance, k, b, olak, olak time, total_time
com-youtube.ungraph.txt, 20, 20, [2306, 669104, 35345, 664734, 10759, 94730, 9860, 109913, 110421, 682252, 280795, 668216, 686285, 697499, 846898, 124361, 94207, 272603, 78551, 780027, 105727, 693665, 682442, 686284, 683021, 683031, 683174, 694718, 722882, 727165, 1022292, 709148, 655833, 684815, 357977, 683607, 116015, 693718, 693314, 731142, 694326, 694354, 700417, 701316, 705507, 705289, 726565, 906473, 743515], 334.92, 
