instance_name, model_type, k, b, r, var_num, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, total_time
facebook_combined, naive, 200, 250, NA, 8078, 0, 21.0, 21.0, NA, NA, 0, 1, 0.005625724792480469, 0.15889382362365723
facebook_combined, naive, 200, 250, NA, 8078, 0, 21.0, 21.0, NA, NA, 0, 1, 0.005404472351074219, 0.17357373237609863
