instance_name, model_type, k, b, r, var_num, var_remaining, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, warm_start, additonal_facet_defining, y_val_fix, fractional_callback, total_time
CA-CondMat, base_model, 4, 250, NA, 46266, 0, 0, 13939.0, 13940.0, NA, NA, 0, 0, 0, True, False, False, False, 12.200165033340454
CA-HepPh, base_model, 4, 250, NA, 24016, 0, 0, 6978.0, 6978.0, NA, NA, 0, 0, 0, True, False, False, False, 6.648685455322266
Brightkite_edges, base_model, 2, 250, NA, 116456, 0, 0, 35267.0, 35268.0, NA, NA, 0, 0, 0, True, False, False, False, 27.762526512145996
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 0, 0, 7584.0, 7623.0, NA, NA, 0, 0, 0, True, False, False, False, 3622.0445981025696
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 0, 0, 7644.0, 7772.0, NA, NA, 0, 0, 0, True, False, False, False, 3629.2935836315155
Gowalla_edges, base_model, 3, 250, NA, 393182, 0, 0, 107291.0, 107300.0, NA, NA, 0, 0, 0, True, False, False, False, 306.55205249786377
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 0, 0, 204846.0, 204863.0, NA, NA, 0, 0, 0, True, False, False, False, 435.1178295612335
soc-catster.e, base_model, 21, 250, NA, 299400, 0, 0, 79561.0, 79586.0, NA, NA, 0, 0, 0, True, False, False, False, 3935.866669178009
facebook_combined, base_model, 17, 250, NA, 8078, 0, 0, 2533.0, 2533.0, NA, NA, 0, 0, 0, False, True, False, False, 7.8784778118133545
CA-CondMat, base_model, 4, 250, NA, 46266, 0, 0, 13939.0, 13940.0, NA, NA, 0, 0, 0, False, True, False, False, 5.453956604003906
CA-HepPh, base_model, 4, 250, NA, 24016, 0, 0, 6978.0, 6978.0, NA, NA, 0, 0, 0, False, True, False, False, 12.179034233093262
Brightkite_edges, base_model, 2, 250, NA, 116456, 0, 0, 35267.0, 35270.0, NA, NA, 0, 0, 0, False, True, False, False, 52.800042390823364
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 0, 0, 7586.0, 7618.0, NA, NA, 0, 0, 0, False, True, False, False, 3601.6666808128357
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 0, 0, 7608.0, 7773.0, NA, NA, 0, 0, 0, False, True, False, False, 3602.1570315361023
Gowalla_edges, base_model, 3, 250, NA, 393182, 0, 0, 107297.0, 107304.0, NA, NA, 0, 0, 0, False, True, False, False, 77.88292455673218
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 0, 0, 204842.0, 204862.0, NA, NA, 0, 0, 0, False, True, False, False, 97.19561743736267
soc-catster.e, base_model, 21, 250, NA, 299400, 0, 0, 79561.0, 79576.0, NA, NA, 0, 0, 0, False, True, False, False, 3623.3736720085144
facebook_combined, base_model, 17, 250, NA, 8078, 0, 0, 2533.0, 2533.0, NA, NA, 0, 0, 0, False, False, True, False, 8.889529943466187
CA-CondMat, base_model, 4, 250, NA, 46266, 1570, 0, 13939.0, 13940.0, NA, NA, 0, 0, 0, False, False, True, False, 7.46945595741272
CA-HepPh, base_model, 4, 250, NA, 24016, 739, 0, 6978.0, 6978.0, NA, NA, 0, 0, 0, False, False, True, False, 4.42539644241333
Brightkite_edges, base_model, 2, 250, NA, 116456, 724, 0, 35267.0, 35267.0, NA, NA, 0, 0, 0, False, False, True, False, 17.991613626480103
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 239, 0, 7584.0, 7632.0, NA, NA, 0, 0, 0, False, False, True, False, 3601.871116876602
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 205, 0, 7638.0, 7773.0, NA, NA, 0, 0, 0, False, False, True, False, 3602.1298909187317
Gowalla_edges, base_model, 3, 250, NA, 393182, 3904, 0, 107291.0, 107300.0, NA, NA, 0, 0, 0, False, False, True, False, 107.3928451538086
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 1845, 0, 204850.0, 204864.0, NA, NA, 0, 0, 0, False, False, True, False, 174.43000268936157
soc-catster.e, base_model, 21, 250, NA, 299400, 3297, 0, 79561.0, 79582.0, NA, NA, 0, 0, 0, False, False, True, False, 3628.0732941627502
facebook_combined, base_model, 17, 250, NA, 8078, 0, 0, 2533.0, 2533.0, NA, NA, 0, 0, 0, False, False, False, True, 6.671973705291748
CA-CondMat, base_model, 4, 250, NA, 46266, 0, 0, 13939.0, 13940.0, NA, NA, 0, 0, 0, False, False, False, True, 11.299428701400757
CA-HepPh, base_model, 4, 250, NA, 24016, 0, 0, 6978.0, 6978.0, NA, NA, 0, 0, 0, False, False, False, True, 3.3908660411834717
Brightkite_edges, base_model, 2, 250, NA, 116456, 0, 0, 35267.0, 35267.0, NA, NA, 0, 0, 0, False, False, False, True, 34.85060906410217
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 0, 0, 7579.0, 7647.0, NA, NA, 0, 0, 0, False, False, False, True, 3611.9193017482758
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 0, 0, 7554.0, 7774.0, NA, NA, 0, 0, 0, False, False, False, True, 3610.282912015915
Gowalla_edges, base_model, 3, 250, NA, 393182, 0, 0, 107289.0, 107299.0, NA, NA, 0, 0, 0, False, False, False, True, 125.51667714118958
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 0, 0, 204850.0, 204864.0, NA, NA, 0, 0, 0, False, False, False, True, 116.2168653011322
soc-catster.e, base_model, 21, 250, NA, 299400, 0, 0, 79561.00000099457, 79567.0, NA, NA, 0, 0, 0, False, False, False, True, 841.4860174655914
facebook_combined, base_model, 17, 250, NA, 8078, 0, 0, 2533.0, 2533.0, 2307, 0.01415705680847168, 0, 0, 0, True, True, True, True, 7.0996787548065186
CA-CondMat, base_model, 4, 250, NA, 46266, 1570, 0, 13939.0, 13940.0, 2804, 0.03951716423034668, 0, 0, 0, True, True, True, True, 12.85449481010437
CA-HepPh, base_model, 4, 250, NA, 24016, 739, 0, 6978.0, 6978.0, 1282, 0.022137880325317383, 0, 0, 0, True, True, True, True, 4.902646064758301
Brightkite_edges, base_model, 2, 250, NA, 116456, 724, 0, 35267.0, 35268.0, 362, 0.07672739028930664, 0, 0, 0, True, True, True, True, 1891.894152879715
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 239, 0, 7579.0, 7648.0, 8719, 0.07475423812866211, 0, 0, 0, True, True, True, True, 3623.1619770526886
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 205, 0, 7574.0, 7774.0, 13753, 0.09264421463012695, 0, 0, 0, True, True, True, True, 3634.7300429344177
Gowalla_edges, base_model, 3, 250, NA, 393182, 3904, 0, 107296.0, 107304.0, 5884, 0.3244619369506836, 0, 0, 0, True, True, True, True, 312.0682108402252
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 1845, 0, 204840.0, 204859.9166666667, 12906, 0.44696712493896484, 0, 0, 0, True, True, True, True, 459.4134337902069
soc-catster.e, base_model, 21, 250, NA, 299400, 3297, 0, 79561.0, 79568.0, 15527, 0.6130037307739258, 0, 0, 0, True, True, True, True, 1050.4405279159546
facebook_combined, reduced_model, 17, 250, NA, 8078, 5599, 2061, 2536.0, 2536.0, NA, NA, 0, 0, 0, False, False, False, False, 1.7076585292816162
CA-CondMat, reduced_model, 4, 250, NA, 46266, 35418, 13464, 13997.0, 13998.0, NA, NA, 0, 0, 0, False, False, False, False, 2.4331631660461426
CA-HepPh, reduced_model, 4, 250, NA, 24016, 17965, 6591, 7007.0, 7007.0, NA, NA, 0, 0, 0, False, False, False, False, 0.8623554706573486
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 90569, 34706, 35281.0, 35281.0, NA, NA, 0, 0, 0, False, False, False, False, 14.16854453086853
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 19644, 7008, 7772.0, 7772.0, NA, NA, 0, 0, 0, False, False, False, False, 21.37350058555603
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 19221, 6985, 7883.0, 7883.0, NA, NA, 0, 0, 0, False, False, False, False, 3046.72691655159
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 292745, 106417, 108783.0, 108791.0, NA, NA, 0, 0, 0, False, False, False, False, 159.5412893295288
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 510101, 204031, 206099.0, 206099.0, NA, NA, 0, 0, 0, False, False, False, False, 384.0984306335449
soc-catster.e, reduced_model, 21, 250, NA, 299400, 226642, 78945, 79636.0, 79640.0, NA, NA, 0, 0, 0, False, False, False, False, 98.18452787399292
facebook_combined, reduced_model, 17, 250, NA, 8078, 5599, 2061, 2536.0, 2536.0, NA, NA, 0, 0, 0, False, False, False, False, 1.4696242809295654
CA-CondMat, reduced_model, 4, 250, NA, 46266, 35418, 13464, 13997.0, 13998.0, NA, NA, 0, 0, 0, False, False, False, False, 2.3936641216278076
CA-HepPh, reduced_model, 4, 250, NA, 24016, 17965, 6591, 7007.0, 7007.0, NA, NA, 0, 0, 0, False, False, False, False, 0.8703992366790771
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 90569, 34706, 35281.0, 35281.0, NA, NA, 0, 0, 0, False, False, False, False, 13.784784078598022
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 19644, 7008, 7772.0, 7772.0, NA, NA, 0, 0, 0, False, False, False, False, 21.10434651374817
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 19221, 6985, 7883.0, 7883.0, NA, NA, 0, 0, 0, False, False, False, False, 3037.597559928894
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 292745, 106417, 108783.0, 108791.0, NA, NA, 0, 0, 0, False, False, False, False, 159.16034603118896
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 510101, 204031, 206099.0, 206099.0, NA, NA, 0, 0, 0, False, False, False, False, 371.7884998321533
soc-catster.e, reduced_model, 21, 250, NA, 299400, 226642, 78945, 79636.0, 79640.0, NA, NA, 0, 0, 0, False, False, False, False, 96.3851478099823
facebook_combined, reduced_model, 17, 250, NA, 8078, 5599, 2061, 2536.0, 2536.0, 2307, 0.014073371887207031, 0, 0, 0, False, False, False, False, 1.4825260639190674
CA-CondMat, reduced_model, 4, 250, NA, 46266, 35418, 13464, 13997.0, 13998.0, 2804, 0.04095029830932617, 0, 0, 0, False, False, False, False, 2.42881178855896
CA-HepPh, reduced_model, 4, 250, NA, 24016, 17965, 6591, 7007.0, 7007.0, 1282, 0.021515369415283203, 0, 0, 0, False, False, False, False, 0.9372177124023438
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 90569, 34706, 35281.0, 35281.0, 362, 0.07480502128601074, 0, 0, 0, False, False, False, False, 13.653138637542725
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 19644, 7008, 7772.0, 7772.0, 8719, 0.07355213165283203, 0, 0, 0, False, False, False, False, 21.133956909179688
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 19221, 6985, 7883.0, 7883.0, 13753, 0.0938718318939209, 0, 0, 0, False, False, False, False, 3034.480473279953
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 292745, 106417, 108783.0, 108791.0, 5884, 0.3183915615081787, 0, 0, 0, False, False, False, False, 160.08083033561707
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 510101, 204031, 206099.0, 206099.0, 12906, 0.44768762588500977, 0, 0, 0, False, False, False, False, 377.0581362247467
soc-catster.e, reduced_model, 21, 250, NA, 299400, 226642, 78945, 79636.0, 79640.0, 15527, 0.6295151710510254, 0, 0, 0, False, False, False, False, 99.59062242507935
facebook_combined, reduced_model, 17, 250, NA, 8078, 5599, 2061, 2536.0, 2536.0, NA, NA, 0, 0, 0, True, False, False, False, 1.906496524810791
CA-CondMat, reduced_model, 4, 250, NA, 46266, 35418, 13464, 13997.0, 13998.0, NA, NA, 0, 0, 0, True, False, False, False, 6.044941186904907
CA-HepPh, reduced_model, 4, 250, NA, 24016, 17965, 6591, 7007.0, 7007.0, NA, NA, 0, 0, 0, True, False, False, False, 2.1058778762817383
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 90569, 34706, 35281.0, 35281.0, NA, NA, 0, 0, 0, True, False, False, False, 25.348981857299805
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 19644, 7008, 7772.0, 7772.0, NA, NA, 0, 0, 0, True, False, False, False, 36.4656195640564
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 19221, 6985, 7882.0, 7884.0, NA, NA, 0, 0, 0, True, False, False, False, 3629.316665172577
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 292745, 106417, 108789.0, 108791.0, NA, NA, 0, 0, 0, True, False, False, False, 367.7610399723053
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 510101, 204031, 206099.0, 206099.0, NA, NA, 0, 0, 0, True, False, False, False, 685.013790845871
soc-catster.e, reduced_model, 21, 250, NA, 299400, 226642, 78945, 79636.0, 79640.0, NA, NA, 0, 0, 0, True, False, False, False, 410.69094133377075
facebook_combined, reduced_model, 17, 250, NA, 8078, 5599, 2061, 2536.0, 2536.0, NA, NA, 0, 0, 0, False, True, False, False, 1.5177760124206543
CA-CondMat, reduced_model, 4, 250, NA, 46266, 35418, 13464, 13997.0, 13997.0, NA, NA, 0, 0, 0, False, True, False, False, 2.5159568786621094
CA-HepPh, reduced_model, 4, 250, NA, 24016, 17965, 6591, 7007.0, 7007.0, NA, NA, 0, 0, 0, False, True, False, False, 0.9578216075897217
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 90569, 34706, 35281.0, 35281.0, NA, NA, 0, 0, 0, False, True, False, False, 14.445070028305054
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 19644, 7008, 7772.0, 7772.0, NA, NA, 0, 0, 0, False, True, False, False, 20.836482048034668
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 19221, 6985, 7883.0, 7884.0, NA, NA, 0, 0, 0, False, True, False, False, 3601.935807466507
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 292745, 106417, 108786.0, 108791.0, NA, NA, 0, 0, 0, False, True, False, False, 156.72328400611877
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 510101, 204031, 206099.0, 206099.0, NA, NA, 0, 0, 0, False, True, False, False, 371.39195132255554
soc-catster.e, reduced_model, 21, 250, NA, 299400, 226642, 78945, 79631.0, 79638.0, NA, NA, 0, 0, 0, False, True, False, False, 97.23925042152405
facebook_combined, reduced_model, 17, 250, NA, 8078, 5599, 2061, 2536.0, 2536.0, NA, NA, 0, 0, 0, False, False, True, False, 1.491872787475586
CA-CondMat, reduced_model, 4, 250, NA, 46266, 36988, 13464, 13997.0, 13998.0, NA, NA, 0, 0, 0, False, False, True, False, 2.830829381942749
CA-HepPh, reduced_model, 4, 250, NA, 24016, 18704, 6591, 7007.0, 7007.0, NA, NA, 0, 0, 0, False, False, True, False, 1.032768726348877
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 91293, 34706, 35281.0, 35281.0, NA, NA, 0, 0, 0, False, False, True, False, 15.847638607025146
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 19883, 7008, 7772.0, 7772.0, NA, NA, 0, 0, 0, False, False, True, False, 21.15533709526062
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 19426, 6985, 7883.0, 7883.0, NA, NA, 0, 0, 0, False, False, True, False, 3040.6674852371216
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 296649, 106417, 108783.0, 108791.0, NA, NA, 0, 0, 0, False, False, True, False, 180.28398370742798
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 511946, 204031, 206099.0, 206099.0, NA, NA, 0, 0, 0, False, False, True, False, 422.55929231643677
soc-catster.e, reduced_model, 21, 250, NA, 299400, 229939, 78945, 79636.0, 79640.0, NA, NA, 0, 0, 0, False, False, True, False, 102.86870503425598
facebook_combined, reduced_model, 17, 250, NA, 8078, 5599, 2061, 2536.0, 2536.0, NA, NA, 0, 0, 0, False, False, False, True, 2.3897151947021484
CA-CondMat, reduced_model, 4, 250, NA, 46266, 35418, 13464, 13997.0, 13997.0, NA, NA, 0, 0, 0, False, False, False, True, 3.5819647312164307
CA-HepPh, reduced_model, 4, 250, NA, 24016, 17965, 6591, 7007.0, 7007.0, NA, NA, 0, 0, 0, False, False, False, True, 1.402928352355957
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 90569, 34706, 35278.0, 35281.0, NA, NA, 0, 0, 0, False, False, False, True, 14.221497058868408
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 19644, 7008, 7648.0, 7720.0, NA, NA, 0, 0, 0, False, False, False, True, 3605.759236097336
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 19221, 6985, 7737.0, 7850.0, NA, NA, 0, 0, 0, False, False, False, True, 3601.9124352931976
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 292745, 106417, 108653.0, 108653.0, NA, NA, 0, 0, 0, False, False, False, True, 173.00070714950562
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 510101, 204031, 205957.0, 205957.0, NA, NA, 0, 0, 0, False, False, False, True, 390.5512418746948
soc-catster.e, reduced_model, 21, 250, NA, 299400, 226642, 78945, 79636.0, 79641.0, NA, NA, 0, 0, 0, False, False, False, True, 159.23947381973267
facebook_combined, reduced_model, 17, 250, NA, 8078, 5599, 2061, 2534.0, 2534.0, 2307, 0.014562368392944336, 0, 0, 0, True, True, True, True, 34.703524351119995
CA-CondMat, reduced_model, 4, 250, NA, 46266, 36988, 13464, 13997.0, 13997.0, 2804, 0.0435943603515625, 0, 0, 0, True, True, True, True, 7.574455738067627
CA-HepPh, reduced_model, 4, 250, NA, 24016, 18704, 6591, 7007.0, 7007.0, 1282, 0.021810531616210938, 0, 0, 0, True, True, True, True, 3.068366050720215
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 91293, 34706, 35281.0, 35281.0, 362, 0.07687544822692871, 0, 0, 0, True, True, True, True, 28.541426181793213
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 19883, 7008, 7726.0, 7726.0, 8719, 0.07457995414733887, 0, 0, 0, True, True, True, True, 120.26861357688904
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 19426, 6985, 7859.0, 7859.0, 13753, 0.09325003623962402, 0, 0, 0, True, True, True, True, 201.24549961090088
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 296649, 106417, 108777.0, 108777.0, 5884, 0.3158125877380371, 0, 0, 0, True, True, True, True, 394.10418939590454
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 511946, 204031, 206094.0, 206094.0, 12906, 0.4408726692199707, 0, 0, 0, True, True, True, True, 728.3805029392242
soc-catster.e, reduced_model, 21, 250, NA, 299400, 229939, 78945, 79637.0, 79644.0, 15527, 0.6021559238433838, 0, 0, 0, True, True, True, True, 438.27767181396484
