instance_name, model_type, n, m, k, b, r, BBnodes, var_num, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, warm_start, additonal_facet_defining, y_val_fix, num_additonal_constraints, relax, fractional_callback, total_time
facebook_combined, reduced_model, 4039, 88234, 20, 1, NA, 1.0, 2672, 1854, 1862.0, 1862.0, NA, NA, 0, 0, 0, False, True, False, 1260, False, False, 0.51
facebook_combined, reduced_model, 4039, 88234, 20, 5, NA, 2208.0, 2672, 1854, 1903.0, 1903.0, NA, NA, 0, 0, 0, False, True, False, 1260, False, False, 3.66
facebook_combined, reduced_model, 4039, 88234, 20, 10, NA, 3694.0, 2672, 1854, 1926.0, 1926.0, NA, NA, 0, 0, 0, False, True, False, 1260, False, False, 23.86
facebook_combined, reduced_model, 4039, 88234, 20, 15, NA, 15860.0, 2672, 1854, 1946.0, 1946.0, NA, NA, 0, 0, 0, False, True, False, 1260, False, False, 57.43
Brightkite_edges, reduced_model, 58228, 214078, 20, 1, NA, 2929.0, 60920, 947, 973.0, 973.0, NA, NA, 0, 0, 0, False, True, False, 5620, False, False, 202.27
Brightkite_edges, reduced_model, 58228, 214078, 20, 5, NA, 17812.0, 60920, 947, 1033.0, 1160.0, NA, NA, 0, 0, 0, False, True, False, 5620, False, False, 3601.76
Brightkite_edges, reduced_model, 58228, 214078, 20, 10, NA, 7790.0, 60920, 947, 1093.0, 1312.0, NA, NA, 0, 0, 0, False, True, False, 5620, False, False, 3601.73
Brightkite_edges, reduced_model, 58228, 214078, 20, 15, NA, 1624.0, 60920, 947, 1139.0, 1371.0, NA, NA, 0, 0, 0, False, True, False, 5620, False, False, 3601.82
Gowalla_edges, reduced_model, 196591, 950327, 20, 1, NA, 2950.0, 200539, 8161, 8195.0, 8195.0, NA, NA, 0, 0, 0, False, True, False, 24680, False, False, 595.71
Gowalla_edges, reduced_model, 196591, 950327, 20, 5, NA, 12761.0, 200539, 8161, 8262.0, 8371.0, NA, NA, 0, 0, 0, False, True, False, 24680, False, False, 3609.74
Gowalla_edges, reduced_model, 196591, 950327, 20, 10, NA, 3229.0, 200539, 8161, 8337.0, 8548.0, NA, NA, 0, 0, 0, False, True, False, 24680, False, False, 3610.24
Gowalla_edges, reduced_model, 196591, 950327, 20, 15, NA, 3336.0, 200539, 8161, 8391.0, 8712.0, NA, NA, 0, 0, 0, False, True, False, 24680, False, False, 3610.07
com-dblp.ungraph, reduced_model, 317080, 1049866, 20, 1, NA, 1179.0, 329837, 3066, 3067.0, 3067.0, NA, NA, 0, 0, 0, False, True, False, 29740, False, False, 1407.21
com-dblp.ungraph, reduced_model, 317080, 1049866, 20, 5, NA, 524.0, 329837, 3066, 3086.0, 3162.0, NA, NA, 0, 0, 0, False, True, False, 29740, False, False, 3609.52
com-dblp.ungraph, reduced_model, 317080, 1049866, 20, 10, NA, 23.0, 329837, 3066, 3105.0, 3233.0, NA, NA, 0, 0, 0, False, True, False, 29740, False, False, 3609.48
com-dblp.ungraph, reduced_model, 317080, 1049866, 20, 15, NA, 15.0, 329837, 3066, 3102.0, 3282.0, NA, NA, 0, 0, 0, False, True, False, 29740, False, False, 3609.48
com-youtube.ungraph, reduced_model, 1134890, 2987624, 20, 1, NA, 3852.0, 1138333, 18890, 18907.0, 18907.0, NA, NA, 0, 0, 0, False, True, False, 45700, False, False, 781.19
