instance_name, model_type, n, m, k, b, r, LP, BBnodes, var_num, var_remaining, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, warm_start, additonal_facet_defining, y_val_fix, relax, fractional_callback, total_time
facebook_combined, reduced_model, 4039, 88234, 17, 250, NA, NA, 0.0, 8078, 5599, 2061, 2551.96, 2551.96, NA, NA, 0, 0, 0, False, False, False, True, False, 0.49
CA-CondMat, reduced_model, 23133, 93439, 4, 250, NA, NA, 0.0, 46266, 35418, 13464, 14343.84, 14343.84, NA, NA, 0, 0, 0, False, False, False, True, False, 4.0
CA-HepPh, reduced_model, 12006, 118489, 4, 250, NA, NA, 0.0, 24012, 17963, 6591, 7114.5, 7114.5, NA, NA, 0, 0, 0, False, False, False, True, False, 1.47
Brightkite_edges, reduced_model, 58228, 214078, 2, 250, NA, NA, 0.0, 116456, 90569, 34706, 36099.5, 36099.5, NA, NA, 0, 0, 0, False, False, False, True, False, 19.97
socfb-Northeastern19, reduced_model, 13882, 381934, 33, 250, NA, NA, 0.0, 27764, 19644, 7008, 8187.01, 8187.01, NA, NA, 0, 0, 0, False, False, False, True, False, 4.73
socfb-Syracuse56, reduced_model, 13653, 543982, 46, 250, NA, NA, 0.0, 27306, 19221, 6985, 8317.44, 8317.44, NA, NA, 0, 0, 0, False, False, False, True, False, 6.68
ca-citeseer, reduced_model, 227320, 814134, 3, 250, NA, NA, 0.0, 454640, 371793, 152966, 157856.31, 157856.31, NA, NA, 0, 0, 0, False, False, False, True, False, 786.2
Gowalla_edges, reduced_model, 196591, 950327, 3, 250, NA, NA, 0.0, 393182, 292745, 106417, 113017.29, 113017.29, NA, NA, 0, 0, 0, False, False, False, True, False, 272.43
com-dblp.ungraph, reduced_model, 317080, 1049866, 3, 250, NA, NA, 0.0, 634160, 510101, 204031, 210415.12, 210415.12, NA, NA, 0, 0, 0, False, False, False, True, False, 1024.62
