instance_name, model_type, k, b, r, var_num, var_remaining, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, warm_start, additonal_facet_defining, y_val_fix, fractional_callback, total_time
facebook_combined, base_model, 17, 250, NA, 8078, 0, 0, 2783.0, 2783.0, NA, NA, 0, 0, 0, False, False, False, False, 8.87676215171814
facebook_combined, reduced_model, 17, 250, NA, 8078, 5599, 2061, 2812.0, 2812.0, NA, NA, 0, 0, 0, False, False, False, False, 0.7567563056945801
