instance_name, model_type, n, m, k, b, r, BBnodes, var_num, var_remaining, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, warm_start, additonal_facet_defining, y_val_fix, relax, fractional_callback, total_time
web-baidu-baike.e, reduced_model, 2140198, 17014946, 3, 250, NA, 1.0, 4280396, 3385343, 1277646, 1278551.0, 1278551.0, NA, NA, 0, 0, 0, False, False, False, False, False, 98429.14
