instances, , , ,Original Model, , , ,Reduced Model

	             #name, #nodes, #edges, #k-cores, #vars, LB, UB, time, #vars, LB, UB, time
karate_club4-4, 34,78,1,68,14.0,14.0,0.014995813369750977,48,14.0,14.0,0.38189077377319336
davis_southern_women_graph4-4, 32,89,1,64,24.0,24.0,0.00699925422668457,18,23.0,23.0,0.061983585357666016
florentine_families_graph4-4, 15,20,0,30,1.0,1.0,0.0029981136322021484,30,2.0,2.0,0.003998994827270508
les_miserables_graph4-4, 77,254,1,154,43.0,43.0,0.01199793815612793,72,42.0,42.0,0.13596034049987793
connected_caveman_graph4-4, 9,9,0,18,-0.0,-0.0,0.001001596450805664,18,1.0,1.0,0.002003192901611328
test_graph4-4, 30,41,0,60,1.0,1.0,0.007992982864379883,60,2.0,2.0,0.011997461318969727
test_graph24-4, 300,409,0,600,4.0,4.0,0.03798937797546387,600,5.0,5.0,0.2609255313873291
test_graph34-4, 11,16,0,22,1.0,1.0,0.00299835205078125,22,2.0,2.0,0.003998994827270508
test_graph44-4, 11,16,0,22,1.0,1.0,0.0019989013671875,22,2.0,2.0,0.004048347473144531
test_graph54-4, 10,17,0,20,2.0,2.0,0.003950595855712891,20,3.0,3.0,0.003999233245849609
