instance_name, model_type, k, b, r, var_num, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, total_time
facebook_combined, reduced_model, 1, 250, NA, 0, 4039, 4039.0, 4039.0, NA, NA, 0, 1, 0.1494896411895752, 1.4827320575714111
socfb-Syracuse56, reduced_model, 1, 250, NA, 0, 13653, 13653.0, 13653.0, NA, NA, 0, 1, 0.8411259651184082, 9.446892261505127
