instance_name, model_type, n, m, k, b, r, BBnodes, var_num, var_remaining, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, warm_start, additonal_facet_defining, y_val_fix, relax, fractional_callback, total_time
flickrEdges, reduced_model, 105938, 2316948, 5, 250, NA, 0.0, 211876, 211224, 105291, 105296.0, 105296.0, NA, NA, 0, 0, 0, False, False, False, False, False, 44.98
com-youtube.ungraph, reduced_model, 1134890, 2987624, 1, 250, NA, 0.0, 2269780, 2269780, 1134890, 1134890.0, 1134890.0, NA, NA, 0, 0, 0, False, False, False, False, False, 88.48
