instance_name, model_type, k, b, r, var_num, var_remaining, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, y_continuous, additonal_facet_defining, y_val_fix, fractional_callback, total_time
facebook_combined, base_model, 17, 250, NA, 8078, 0, 0, 2533.0, 2533.0, NA, NA, 0, 0, 0, False, False, False, False, 7.474081516265869
CA-CondMat, base_model, 4, 250, NA, 46266, 0, 0, 13939.0, 13940.0, NA, NA, 0, 0, 0, False, False, False, False, 7.677034139633179
CA-HepPh, base_model, 4, 250, NA, 24016, 0, 0, 6978.0, 6978.0, NA, NA, 0, 0, 0, False, False, False, False, 5.56279730796814
Brightkite_edges, base_model, 2, 250, NA, 116456, 0, 0, 35267.0, 35267.0, NA, NA, 0, 0, 0, False, False, False, False, 16.748216152191162
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 0, 0, 7583.0, 7619.0, NA, NA, 0, 0, 0, False, False, False, False, 3601.5966260433197
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 0, 0, 7642.0, 7773.0, NA, NA, 0, 0, 0, False, False, False, False, 3602.129809141159
Gowalla_edges, base_model, 3, 250, NA, 393182, 0, 0, 107295.0, 107302.0, NA, NA, 0, 0, 0, False, False, False, False, 95.19039702415466
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 0, 0, 204847.0, 204863.0, NA, NA, 0, 0, 0, False, False, False, False, 129.52684092521667
soc-catster.e, base_model, 21, 250, NA, 299400, 0, 0, 79560.0, 79580.0, NA, NA, 0, 0, 0, False, False, False, False, 3623.184778213501
facebook_combined, base_model, 17, 250, NA, 8078, 0, 0, 2533.0, 2533.0, NA, NA, 0, 0, 0, False, False, False, False, 8.645620822906494
CA-CondMat, base_model, 4, 250, NA, 46266, 0, 0, 13939.0, 13940.0, NA, NA, 0, 0, 0, False, False, False, False, 7.567760229110718
CA-HepPh, base_model, 4, 250, NA, 24016, 0, 0, 6978.0, 6978.0, NA, NA, 0, 0, 0, False, False, False, False, 5.467024326324463
Brightkite_edges, base_model, 2, 250, NA, 116456, 0, 0, 35267.0, 35267.0, NA, NA, 0, 0, 0, False, False, False, False, 16.169651985168457
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 0, 0, 7583.0, 7619.0, NA, NA, 0, 0, 0, False, False, False, False, 3601.7652938365936
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 0, 0, 7642.0, 7773.0, NA, NA, 0, 0, 0, False, False, False, False, 3602.1899898052216
Gowalla_edges, base_model, 3, 250, NA, 393182, 0, 0, 107295.0, 107302.0, NA, NA, 0, 0, 0, False, False, False, False, 93.98316955566406
com-dblp.ungraph, base_model, 3, 250, NA, 634160, 0, 0, 204847.0, 204863.0, NA, NA, 0, 0, 0, False, False, False, False, 126.79877138137817
soc-catster.e, base_model, 21, 250, NA, 299400, 0, 0, 79560.0, 79580.0, NA, NA, 0, 0, 0, False, False, False, False, 3624.253902196884
facebook_combined, base_model, 17, 250, NA, 8078, 0, 0, 2533.0, 2533.0, 2307, 0.015679597854614258, 0, 0, 0, False, False, False, False, 8.433210372924805
CA-CondMat, base_model, 4, 250, NA, 46266, 0, 0, 13939.0, 13940.0, 2804, 0.041674137115478516, 0, 0, 0, False, False, False, False, 7.548149108886719
CA-HepPh, base_model, 4, 250, NA, 24016, 0, 0, 6978.0, 6978.0, 1282, 0.023752927780151367, 0, 0, 0, False, False, False, False, 5.501920223236084
Brightkite_edges, base_model, 2, 250, NA, 116456, 0, 0, 35267.0, 35267.0, 362, 0.07725739479064941, 0, 0, 0, False, False, False, False, 15.78031873703003
socfb-Northeastern19, base_model, 33, 250, NA, 27764, 0, 0, 7583.0, 7619.0, 8719, 0.07538414001464844, 0, 0, 0, False, False, False, False, 3601.660279273987
socfb-Syracuse56, base_model, 46, 250, NA, 27306, 0, 0, 7642.0, 7773.0, 13753, 0.09502339363098145, 0, 0, 0, False, False, False, False, 3602.279092311859
Gowalla_edges, base_model, 3, 250, NA, 393182, 0, 0, 107295.0, 107302.0, 5884, 0.33693861961364746, 0, 0, 0, False, False, False, False, 94.07792973518372
