instance_name, model_type, n, m, k, b, r, BBnodes, var_num, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, warm_start, additonal_facet_defining, y_val_fix, relax, fractional_callback, total_time
facebook_combined, reduced_model, 4039, 88234, 17, 250, NA, 1.0, 2479, 2061, 2533.0, 2533.0, NA, NA, 0, 0, 0, False, False, False, False, True, 10.99
CA-HepPh, reduced_model, 12006, 118489, 4, 250, NA, 1.0, 6049, 6591, 6978.0, 6978.0, NA, NA, 0, 0, 0, False, False, False, False, True, 3.96
socfb-Syracuse56, reduced_model, 13653, 543982, 46, 250, NA, 617.0, 8085, 6985, 7574.0, 7774.0, NA, NA, 0, 0, 0, False, False, False, False, True, 3761.19
socfb-Northeastern19, reduced_model, 13882, 381934, 33, 250, NA, 1060.0, 8120, 7008, 7578.0, 7649.0, NA, NA, 0, 0, 0, False, False, False, False, True, 3606.09
CA-CondMat, reduced_model, 23133, 93439, 4, 250, NA, 1.0, 10848, 13464, 13939.0, 13939.0, NA, NA, 0, 0, 0, False, False, False, False, True, 13.95
Brightkite_edges, reduced_model, 58228, 214078, 2, 250, NA, 1637.0, 25887, 34706, 35267.0, 35267.0, NA, NA, 0, 0, 0, False, False, False, False, True, 2464.3
flickrEdges, reduced_model, 105938, 2316948, 5, 250, NA, 0.0, 652, 105291, 105296.0, 105296.0, NA, NA, 0, 0, 0, False, False, False, False, True, 33.95
soc-catster.e, reduced_model, 149684, 5448197, 21, 250, NA, 1.0, 72742, 78945, 79561.0, 79561.0, NA, NA, 0, 0, 0, False, False, False, False, True, 1844.71
Gowalla_edges, reduced_model, 196591, 950327, 3, 250, NA, 1.0, 100437, 106417, 107299.0, 107299.0, NA, NA, 0, 0, 0, False, False, False, False, True, 64.96
ca-citeseer, reduced_model, 227320, 814134, 3, 250, NA, 339.0, 82847, 152966, 153765.0, 153768.0, NA, NA, 0, 0, 0, False, False, False, False, True, 3756.37
com-dblp.ungraph, reduced_model, 317080, 1049866, 3, 250, NA, 1.0, 124059, 204031, 204857.0, 204857.0, NA, NA, 0, 0, 0, False, False, False, False, True, 228.98
soc-dogster.e, reduced_model, 426816, 8543549, 12, 250, NA, 31.0, 221076, 214490, 215343.0, 215352.0, NA, NA, 0, 0, 0, False, False, False, False, True, 4503.88
soc-twitter-higgs.e, reduced_model, 456631, 12508442, 17, 250, NA, 1.0, 234446, 231419, 232321.0, 232351.0, NA, NA, 0, 0, 0, False, False, False, False, True, 4787.61
web-Google, reduced_model, 875713, 4322051, 4, 250, NA, 31.0, 429949, 492655, 494560.0, 494622.0, NA, NA, 0, 0, 0, False, False, False, False, True, 3969.59
web-hudong.e, reduced_model, 1974655, 14428382, 5, 250, NA, 1.0, 959493, 1055322, 1056519.0, 1056534.77, NA, NA, 0, 0, 0, False, False, False, False, True, 4495.19
web-baidu-baike.e, reduced_model, 2140198, 17014946, 3, 250, NA, 1.0, 895053, 1277646, 1278551.0, 1278551.0, NA, NA, 0, 0, 0, False, False, False, False, True, 4334.17
facebook_combined, reduced_model, 4039, 88234, 20, 20, NA, 6856.0, 2672, 1854, 1965.0, 1992.0, NA, NA, 0, 0, 0, False, False, False, False, True, 3610.55
Brightkite_edges, reduced_model, 58228, 214078, 20, 20, NA, 602.0, 60920, 947, 1168.0, 1443.0, NA, NA, 0, 0, 0, False, False, False, False, True, 3640.25
flickrEdges, reduced_model, 105938, 2316948, 20, 20, NA, 22.0, 95668, 15808, 15833.0, 15837.0, NA, NA, 0, 0, 0, False, False, False, False, True, 3704.04
Gowalla_edges, reduced_model, 196591, 950327, 20, 20, NA, 39.0, 200539, 8161, 8427.0, 8757.0, NA, NA, 0, 0, 0, False, False, False, False, True, 3799.53
com-dblp.ungraph, reduced_model, 317080, 1049866, 20, 20, NA, 1.0, 329837, 3066, 3123.0, 3392.0, NA, NA, 0, 0, 0, False, False, False, False, True, 3609.8
com-youtube.ungraph, reduced_model, 1134890, 2987624, 20, 20, NA, 1.0, 1138333, 18890, 19087.0, 19943.0, NA, NA, 0, 0, 0, False, False, False, False, True, 3645.57
