instance_name, model_type, k, b, r, var_num, var_remaining, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, y_continuous, additonal_facet_defining, y_val_fix, fractional_callback, total_time
facebook_combined, reduced_model, 17, 250, NA, 8078, 5599, 2061, 2536.0, 2536.0, NA, NA, 0, 0, 0, False, False, False, False, 0.2892787456512451
CA-CondMat, reduced_model, 4, 250, NA, 46266, 35418, 13464, 13997.0, 13998.0, NA, NA, 0, 0, 0, False, False, False, False, 2.4687387943267822
CA-HepPh, reduced_model, 4, 250, NA, 24016, 17965, 6591, 7007.0, 7007.0, NA, NA, 0, 0, 0, False, False, False, False, 0.9381546974182129
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 90569, 34706, 35281.0, 35281.0, NA, NA, 0, 0, 0, False, False, False, False, 14.05990481376648
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 19644, 7008, 7772.0, 7772.0, NA, NA, 0, 0, 0, False, False, False, False, 21.413885354995728
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 19221, 6985, 7883.0, 7883.0, NA, NA, 0, 0, 0, False, False, False, False, 3057.852240562439
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 292745, 106417, 108783.0, 108791.0, NA, NA, 0, 0, 0, False, False, False, False, 159.8086531162262
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 510101, 204031, 206099.0, 206099.0, NA, NA, 0, 0, 0, False, False, False, False, 373.8525011539459
soc-catster.e, reduced_model, 21, 250, NA, 299400, 226642, 78945, 79636.0, 79640.0, NA, NA, 0, 0, 0, False, False, False, False, 99.00559735298157
facebook_combined, reduced_model, 17, 250, NA, 8078, 5599, 2061, 2536.0, 2536.0, NA, NA, 0, 0, 0, False, False, False, False, 1.48637056350708
CA-CondMat, reduced_model, 4, 250, NA, 46266, 35418, 13464, 13997.0, 13998.0, NA, NA, 0, 0, 0, False, False, False, False, 2.415581703186035
CA-HepPh, reduced_model, 4, 250, NA, 24016, 17965, 6591, 7007.0, 7007.0, NA, NA, 0, 0, 0, False, False, False, False, 0.8711543083190918
Brightkite_edges, reduced_model, 2, 250, NA, 116456, 90569, 34706, 35281.0, 35281.0, NA, NA, 0, 0, 0, False, False, False, False, 13.82250714302063
socfb-Northeastern19, reduced_model, 33, 250, NA, 27764, 19644, 7008, 7772.0, 7772.0, NA, NA, 0, 0, 0, False, False, False, False, 21.147780179977417
socfb-Syracuse56, reduced_model, 46, 250, NA, 27306, 19221, 6985, 7883.0, 7883.0, NA, NA, 0, 0, 0, False, False, False, False, 3049.996705055237
Gowalla_edges, reduced_model, 3, 250, NA, 393182, 292745, 106417, 108783.0, 108791.0, NA, NA, 0, 0, 0, False, False, False, False, 159.67276334762573
com-dblp.ungraph, reduced_model, 3, 250, NA, 634160, 510101, 204031, 206099.0, 206099.0, NA, NA, 0, 0, 0, False, False, False, False, 377.56861662864685
soc-catster.e, reduced_model, 21, 250, NA, 299400, 226642, 78945, 79636.0, 79640.0, NA, NA, 0, 0, 0, False, False, False, False, 98.17530488967896
facebook_combined, reduced_model, 17, 250, NA, 8078, 5599, 2061, 2536.0, 2536.0, 2307, 0.015109777450561523, 0, 0, 0, False, False, False, False, 1.4736063480377197
CA-CondMat, reduced_model, 4, 250, NA, 46266, 35418, 13464, 13997.0, 13998.0, 2804, 0.04050159454345703, 0, 0, 0, False, False, False, False, 2.4525201320648193
CA-HepPh, reduced_model, 4, 250, NA, 24016, 17965, 6591, 7007.0, 7007.0, 1282, 0.022203683853149414, 0, 0, 0, False, False, False, False, 0.894303560256958
