instance_name, model_type, n, m, k, b, r, BBnodes, var_num, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, warm_start, additonal_facet_defining, y_val_fix, relax, fractional_callback, total_time
facebook_combined, reduced_model, 4039, 88234, 17, 250, NA, 1.0, 2479, 2061, 2533.0, 2533.0, NA, NA, 0, 0, 0, False, False, False, False, False, 0.86
CA-HepPh, reduced_model, 12006, 118489, 4, 250, NA, 1.0, 6049, 6591, 6978.0, 6978.0, NA, NA, 0, 0, 0, False, False, False, False, False, 0.82
socfb-Syracuse56, reduced_model, 13653, 543982, 46, 250, NA, 11269.0, 8085, 6985, 7641.0, 7734.0, NA, NA, 0, 0, 0, False, False, False, False, False, 3604.27
socfb-Northeastern19, reduced_model, 13882, 381934, 33, 250, NA, 35586.0, 8120, 7008, 7586.0, 7620.0, NA, NA, 0, 0, 0, False, False, False, False, False, 3602.79
CA-CondMat, reduced_model, 23133, 93439, 4, 250, NA, 1.0, 10848, 13464, 13939.0, 13939.0, NA, NA, 0, 0, 0, False, False, False, False, False, 1.25
Brightkite_edges, reduced_model, 58228, 214078, 2, 250, NA, 29.0, 25887, 34706, 35267.0, 35267.0, NA, NA, 0, 0, 0, False, False, False, False, False, 2.53
soc-catster.e, reduced_model, 149684, 5448197, 21, 250, NA, 1.0, 72742, 78945, 79561.0, 79561.0, NA, NA, 0, 0, 0, False, False, False, False, False, 1083.53
Gowalla_edges, reduced_model, 196591, 950327, 3, 250, NA, 1.0, 100437, 106417, 107299.0, 107299.0, NA, NA, 0, 0, 0, False, False, False, False, False, 17.74
ca-citeseer, reduced_model, 227320, 814134, 3, 250, NA, 1260.0, 82847, 152966, 153765.0, 153765.0, NA, NA, 0, 0, 0, False, False, False, False, False, 18.42
com-dblp.ungraph, reduced_model, 317080, 1049866, 3, 250, NA, 1950.0, 124059, 204031, 204857.0, 204857.0, NA, NA, 0, 0, 0, False, False, False, False, False, 21.33
soc-dogster.e, reduced_model, 426816, 8543549, 12, 250, NA, 107.0, 221076, 214490, 215343.0, 215343.0, NA, NA, 0, 0, 0, False, False, False, False, False, 487.0
soc-twitter-higgs.e, reduced_model, 456631, 12508442, 17, 250, NA, 3879.0, 234446, 231419, 232329.0, 232329.0, NA, NA, 0, 0, 0, False, False, False, False, False, 1259.82
web-Google, reduced_model, 875713, 4322051, 4, 250, NA, 2747.0, 429949, 492655, 494579.0, 494579.0, NA, NA, 0, 0, 0, False, False, False, False, False, 288.57
web-hudong.e, reduced_model, 1974655, 14428382, 5, 250, NA, 1515.0, 959493, 1055322, 1056519.0, 1056519.0, NA, NA, 0, 0, 0, False, False, False, False, False, 748.11
web-baidu-baike.e, reduced_model, 2140198, 17014946, 3, 250, NA, 1.0, 895053, 1277646, 1278551.0, 1278551.0, NA, NA, 0, 0, 0, False, False, False, False, False, 967.96
facebook_combined, reduced_model, 4039, 88234, 20, 20, NA, 62619.0, 2672, 1854, 1967.0, 1967.0, NA, NA, 0, 0, 0, False, False, False, False, False, 299.51
Brightkite_edges, reduced_model, 58228, 214078, 20, 20, NA, 6518.0, 60920, 947, 1181.0, 1466.0, NA, NA, 0, 0, 0, False, False, False, False, False, 3601.34
flickrEdges, reduced_model, 105938, 2316948, 20, 20, NA, 69.0, 95668, 15808, 15833.0, 15838.0, NA, NA, 0, 0, 0, False, False, False, False, False, 3629.34
Gowalla_edges, reduced_model, 196591, 950327, 20, 20, NA, 2171.0, 200539, 8161, 8433.0, 8779.0, NA, NA, 0, 0, 0, False, False, False, False, False, 3608.67
com-dblp.ungraph, reduced_model, 317080, 1049866, 20, 20, NA, 1.0, 329837, 3066, 3123.0, 3368.0, NA, NA, 0, 0, 0, False, False, False, False, False, 3609.74
com-youtube.ungraph, reduced_model, 1134890, 2987624, 20, 20, NA, 14.0, 1138333, 18890, 19088.0, 19346.0, NA, NA, 0, 0, 0, False, False, False, False, False, 3643.66
