instance_name, model_type, n, m, k, b, r, BBnodes, var_num, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, prop_9, num_prop_9_inequalties_added, prop_9_comp_time, prop_10, warm_start, additonal_facet_defining, y_val_fix, relax, fractional_callback, total_time
facebook_combined, reduced_model, 4039, 88234, 17, 250, NA, 1.0, 2479, 2061, 2533.0, 2533.0, NA, NA, 0, 0, 0, True, 40975, 32.6, False, False, False, False, False, False, 33.64
CA-HepPh, reduced_model, 12006, 118489, 4, 250, NA, 1.0, 6049, 6591, 6978.0, 6978.0, NA, NA, 0, 0, 0, True, 51854, 227.18, False, False, False, False, False, False, 228.71
socfb-Syracuse56, reduced_model, 13653, 543982, 46, 250, NA, 8314.0, 8085, 6985, 7648.0, 7730.0, NA, NA, 0, 0, 0, True, 28936, 1700.8, False, False, False, False, False, False, 5307.52
socfb-Northeastern19, reduced_model, 13882, 381934, 33, 250, NA, 29297.0, 8120, 7008, 7587.0, 7615.0, NA, NA, 0, 0, 0, True, 27167, 1350.38, False, False, False, False, False, False, 4956.68
CA-CondMat, reduced_model, 23133, 93439, 4, 250, NA, 1.0, 10848, 13464, 13939.0, 13939.0, NA, NA, 0, 0, 0, True, 40341, 625.03, False, False, False, False, False, False, 629.67
