instance_name, model_type, k, b, r, var_num, var_remaining, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, y_continuous, additonal_facet_defining, y_val_fix, fractional_callback, total_time
facebook_combined, base_model,17,250, NA,8078,0,0,2533,2533, NA, NA,0,0,0, False, False, False, False,7.41878843307495
CA-CondMat, base_model,4,250, NA,46266,0,0,13939,13940, NA, NA,0,0,0, False, False, False, False,7.60642433166504
CA-HepPh, base_model,4,250, NA,24016,0,0,6978,6978, NA, NA,0,0,0, False, False, False, False,5.47609877586365
Brightkite_edges, base_model,2,250, NA,116456,0,0,35267,35267, NA, NA,0,0,0, False, False, False, False,16.9926810264587
socfb-Northeastern19, base_model,33,250, NA,27764,0,0,7583,7619, NA, NA,0,0,0, False, False, False, False,3601.61118936539
socfb-Syracuse56, base_model,46,250, NA,27306,0,0,7642,7773, NA, NA,0,0,0, False, False, False, False,3602.14309883118
Gowalla_edges, base_model,3,250, NA,393182,0,0,107295,107302, NA, NA,0,0,0, False, False, False, False,100.106521129608
com-dblp.ungraph, base_model,3,250, NA,634160,0,0,204847,204863, NA, NA,0,0,0, False, False, False, False,135.101485013962
soc-catster.e, base_model,21,250, NA,299400,0,0,79560,79580, NA, NA,0,0,0, False, False, False, False,3623.20365953445
facebook_combined, base_model,17,250, NA,8078,0,0,2533,2533, NA, NA,0,0,0, False, False, False, False,8.38831329345703
CA-CondMat, base_model,4,250, NA,46266,0,0,13939,13940, NA, NA,0,0,0, False, False, False, False,7.52412080764771
CA-HepPh, base_model,4,250, NA,24016,0,0,6978,6978, NA, NA,0,0,0, False, False, False, False,5.51473617553711
Brightkite_edges, base_model,2,250, NA,116456,0,0,35267,35267, NA, NA,0,0,0, False, False, False, False,16.0694253444672
socfb-Northeastern19, base_model,33,250, NA,27764,0,0,7583,7618, NA, NA,0,0,0, False, False, False, False,3601.71269154549
socfb-Syracuse56, base_model,46,250, NA,27306,0,0,7642,7773, NA, NA,0,0,0, False, False, False, False,3602.13971948624
Gowalla_edges, base_model,3,250, NA,393182,0,0,107295,107302, NA, NA,0,0,0, False, False, False, False,94.3796801567078
com-dblp.ungraph, base_model,3,250, NA,634160,0,0,204847,204863, NA, NA,0,0,0, False, False, False, False,127.650527954102
soc-catster.e, base_model,21,250, NA,299400,0,0,79560,79579, NA, NA,0,0,0, False, False, False, False,3624.72397947311
