instance_name, model_type, k, b, r, var_num, var_remaining, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, total_time
power.graph_formated, reduced_model, 0, 0, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.626823902130127
power.graph_formated, reduced_model, 0, 5, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6465833187103271
power.graph_formated, reduced_model, 0, 10, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6218342781066895
power.graph_formated, reduced_model, 0, 15, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6153404712677002
power.graph_formated, reduced_model, 0, 20, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6403000354766846
power.graph_formated, reduced_model, 0, 25, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6543281078338623
power.graph_formated, reduced_model, 0, 30, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6358222961425781
power.graph_formated, reduced_model, 0, 35, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6438264846801758
power.graph_formated, reduced_model, 0, 40, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6668136119842529
power.graph_formated, reduced_model, 0, 45, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6332793235778809
power.graph_formated, reduced_model, 0, 50, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6288301944732666
power.graph_formated, reduced_model, 0, 55, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6328222751617432
power.graph_formated, reduced_model, 0, 60, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6143381595611572
power.graph_formated, reduced_model, 0, 65, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6468441486358643
power.graph_formated, reduced_model, 0, 70, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6603264808654785
power.graph_formated, reduced_model, 0, 75, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6588172912597656
power.graph_formated, reduced_model, 0, 80, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6368207931518555
power.graph_formated, reduced_model, 0, 85, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6271340847015381
power.graph_formated, reduced_model, 0, 90, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6424777507781982
power.graph_formated, reduced_model, 0, 95, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6179475784301758
power.graph_formated, reduced_model, 1, 0, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6260712146759033
power.graph_formated, reduced_model, 1, 5, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6304023265838623
power.graph_formated, reduced_model, 1, 10, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6448423862457275
power.graph_formated, reduced_model, 1, 15, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6373772621154785
power.graph_formated, reduced_model, 1, 20, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6478617191314697
power.graph_formated, reduced_model, 1, 25, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6062190532684326
power.graph_formated, reduced_model, 1, 30, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.628009557723999
power.graph_formated, reduced_model, 1, 35, NA, 9882, 4941, 4941, 4941.0, 4941.0, NA, NA, 0, 0, 0, 0.6581459045410156
