instance_name, model_type, n, m, k, b, r, BBnodes, var_num, num_k_core_nodes, lower_bound, upper_bound, remove_y_edges_reduction, remove_y_edges_time, y_saturated_reduction, y_saturated_iterations, y_saturated_run_time, prop_9, num_prop_9_inequalties_added, prop_9_comp_time, prop_10, warm_start, additonal_facet_defining, y_val_fix, relax, fractional_callback, total_time
facebook_combined, reduced_model, 4039, 88234, 17, 250, NA, 1.0, 2479, 2061, 2533.0, 2533.0, NA, NA, 0, 0, 0, True, 16, 0.0, False, False, False, False, False, False, 1.45
CA-HepPh, reduced_model, 12006, 118489, 4, 250, NA, 1.0, 6049, 6591, 6978.0, 6978.0, NA, NA, 0, 0, 0, True, 2, 0.0, False, False, False, False, False, False, 1.59
socfb-Syracuse56, reduced_model, 13653, 543982, 46, 250, NA, 1377.0, 8085, 6985, 7599.0, 7772.0, NA, NA, 0, 0, 0, True, 0, 0.0, False, False, False, False, False, False, 663.62
